msg,timestamp,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_multiple,roi_pct,price_ref,risk_note,rationale,indicators_mentioned,market_context,quote,confidence,link
70,2026-05-11 09:23:32,call,BTCUSDT,long,80900,,,79500,,,,,80900,No DCA,"formal BTC long call at CMP after scaling in privately; no DCA level, stop under the 80k region",,,"Long BTC 

Entry: 80.9k CMP

No DCA 

SL: 79.5k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503281388659544117
71,2026-05-11 09:24:11,sl_set,BTCUSDT,long,,,,79750,,,,,,"playing safe here, scalp",offers an optional tighter SL at 79750 for the BTC long; he personally keeps the wider 79.5k stop because he is playing safe on this scalp,,,"If you want a tighter SL 79750 but I'm playing safe here, scalp ^",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503281551335755869
72,2026-05-11 12:32:58,tp_hit,ZROUSDT,long,1.4772,,1.55,,,50,,215.72,1.5457,,"TP1 (1.55, from the re-entry call he replies to) reached on the ZRO long; share card shows entry 1.4772 at 1.5457 for +215.72% ROI",,,ZRO TP hit,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503329058543370330
73,2026-05-11 12:33:09,update,ZROUSDT,long,,,,,,,,,,,notes this is the second ZRO trade off the same idea - he has milked the setup twice,,,"2nd time, milked this one ^",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1503329108246138890
74,2026-05-11 13:42:47,tp_set,BTCUSDT,long,,,"81500, 81600",,,,,,,,"will close the BTC long manually rather than with a resting order, targeting the 81.5-81.6k area",,,Will close BTC manually but targeting around 81.5-81.6k,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503346628277571636
75,2026-05-11 19:32:08,close,BTCUSDT,long,,,,,100,,,,,,announces the BTC long is closed; exit price posted in the following share card,,,BTC closed,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503434545905795274
76,2026-05-11 19:33:50,update,BTCUSDT,long,80914.2,,,,,100,,109.31,81798.7,,"proof card for the BTC long closed in MSG 75: entry 80914.2, exit 81798.7, +109.31% ROI at 100x; no text posted",,,[IMAGE 026: pnl_share_card | BTCUSDT long 100x entry 80914.2 close 81798.7 ROI 109.31% (closed)],high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503434974102163536
77,2026-05-11 19:55:28,recap,,,,,,,,,,,,,claims a 12th consecutive winning trade,,,12th streak.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503440419948728501
78,2026-05-11 19:55:49,recap,,,,,,,,,,,,,"running scoreboard: 14 trades, 12 wins (UNI, SNX, BTC, ASTER, KERNEL, ZRO, AVNT, SYRUP, ETH, BTC, ZRO, BTC), 2 losses (BTC, ETH)",,,"**14 Trades**

**12 Wins** 
(UNI, SNX. BTC. ASTER, KERNEL, ZRO, AVNT, SYRUP, ETH, BTC, ZRO, BTC)

**2 Losses**
(BTC, ETH)",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503440507013959813
79,2026-05-12 04:30:58,call,BTCUSDT,long,81300,80700,,79500,,,,,,Slightly risky you can go half risk or enter at DCA,new BTC long with a DCA leg at 80.7k; he flags the setup as slightly risky so followers can halve risk or just wait for the DCA level,,,"Long BTC 

Entry: 81.3k
DCA: 80.7k

SL: 79.5k

Slightly risky you can go half risk or enter at DCA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503570149297360977
80,2026-05-12 04:50:49,dca,BTCUSDT,long,81000,80700,,,,,,,,,"the 80.7k DCA leg filled, taking the average entry to 81k; position already in profit",,,"DCA filled avg 81k, in profits at the moment!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503575142628851752
81,2026-05-12 04:51:23,update,BTCUSDT,long,,,,,,,,,,,celebrates that the DCA level was a perfect fill - entering there was a snipe,,,"And if you entered at DCA you sniped, otherwise DCA was a snipe!",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1503575285868527676
82,2026-05-12 06:19:25,tp_set,STABLEUSDT,long,0.03459,,0.03737,,,25,,144.12,0.036652,,adds a first take-profit at 0.03737 on the STABLE swing long (original call had TP 0.04); position open at +144.12%,,,TP1 @ 0.03737,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503597441675558924
83,2026-05-12 06:49:52,close,STABLEUSDT,long,0.03459,,,,100,25,,200.92,0.03737,,closed his whole STABLE position by accident at TP1 0.03737 for +200.92%,,,I accidentally closed 100% here,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605103997882428
83,2026-05-12 06:49:52,tp_set,STABLEUSDT,long,,,0.04,,50,,,,,,tells followers the 0.04 target is still valid but to take at least 50% there because it is resistance,resistance,,"but 0.04 TP is valid, take at least 50% as this is resistance.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605103997882428
84,2026-05-12 06:51:54,update,STABLEUSDT,long,,,,,,,,,0.037953,,posts the 1h chart of the STABLE spike to 0.037953 to show the pump he caught from the 0.03459 base,,,What a pump caught!,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605617204531412
85,2026-05-12 15:01:26,call,XRPUSDT,long,1.448,,"1.5, 1.525",1.4,,,,,,,new XRP long at current market price with two targets and a 1.4 stop; no reason given,,,"Long XRP

Entry: 1.448 CMP 

TPs:
1.5
1.525

SL: 1.4",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
86,2026-05-12 15:11:23,chat,,,,,,,,,,,,,"clarifies the 'DEMO' label on his earlier screenshot: it is a CFT funded account, and he trades real money on other exchanges",,,"Guys I would like to clarify something since I shared this screenshot it says DEMO, I got like 5 DMs saying I'm trading on DEMO 

It is CFT funded account so it shows demo, I trade on other exchanges with real money.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503731313855692950
86,2026-05-12 15:11:23,update,STABLEUSDT,long,0.03453,,,,,20,,248.34,0.03886,,"proof screenshots show he still holds a live STABLE long on MEXC (entry 0.03453, +248.34% ROI, +43.23 USDT) even though the Bybit copy was closed",,,[IMAGE 031: pnl_share_card | STABLEUSDT long 20x entry 0.03453 mark 0.03886 ROI 248.34% (open)],medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1503731313855692950
87,2026-05-12 15:14:14,recap,,,,,,,,,,,,,claims 37 of 39 trades in the server hit TP with only 2 stop-outs; argues demo-vs-real is irrelevant if the calls hit targets,,,"Demo or real what matters is the trades are hitting TPs, in this server my 37/39 trades have hit TPs, only 2 SLs out of nearly 40 trades.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503732031119687780
89,2026-05-13 06:13:16,tp_hit,STABLEUSDT,long,,,0.04,,100,20,,231.02,,,"the full 0.04 target on the STABLE swing long was reached - a 20% unleveraged move, +231.02% ROI at 20x",,,"STABLE hit full TP of 0.04, 20% unleveraged move!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958280999796848
90,2026-05-13 06:14:46,update,BTCUSDT,long,,,,,,,,,,,BTC long sitting around breakeven,,,BTC and XRP both around BE.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
90,2026-05-13 06:14:46,plan,BTCUSDT,long,,,82000,,,,,,81100,,"needs a 4h close above 81.1k; if that happens he is confident BTC reaches ~82k, enough for a scalp TP",4h close,,Need a 4h closure above 81.1k and I'm confident we will get around 82k enough for a scalp TP,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
90,2026-05-13 06:14:46,update,XRPUSDT,long,,,,,,,,,,,XRP long sitting around breakeven,,,BTC and XRP both around BE.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
91,2026-05-13 06:41:20,call,ETHUSDT,long,2293,,,2245,,,,,,Risky trade go half,ETH long at market with a 2245 stop; he calls it risky and says to take half size - 'I hate ETH',,,"Long ETH

Entry: 2293 CMP 

SL: 2245

Risky trade go half. I hate ETH.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965346304884828
92,2026-05-13 06:41:31,update,ETHUSDT,long,,,,,,,,,2298,,the ETH call went out late; current market price is 2298 and the entry is still valid there,,,Message went late CMP is 2298 now you can take it,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965391808893058
93,2026-05-13 06:52:43,view,SOLUSDT,long,,,,,,,,,,,thinks SOL is a much better long from CMP than the ETH trade he already called,,,SOL looks alot better to long from CMP but we did ETH so be it.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503968208800190536
94,2026-05-13 07:02:05,call,SOLUSDT,long,95.5,,97,93.5,,,,,,,"optional SOL long at market for anyone who wants it, following his view that SOL looked better than ETH",,,"If anyone's looking long for SOL

Entry: 95.5 CMP 

TP: 97 

SL: 93.5",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503970565667553391
95,2026-05-13 07:21:45,tp_set,ETHUSDT,long,,,2336,,,,,,,,"gives the first target for the ETH long, which had been called without a TP; jokes he will take a break if ETH breaks his streak",,,ETH first TP @ 2336,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503975515483275366
96,2026-05-13 12:11:15,close,SOLUSDT,long,95.53,,,,100,100,,17.79,95.7,,closes SOL early for a small win to stay on the safe side and protect his streak; says the other 3 longs are running well,,,"Closing SOL here personally, I want to be on the safe side and keep my streak.

We already have 3 longs and they are running good enough, expect TPs soon InshaAllah!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048372351504406
97,2026-05-13 12:11:34,update,SOLUSDT,long,,,,,,,,,,For anyone who can take risk,"the SOL setup is still valid, so risk-tolerant followers can keep the long running instead of closing with him",,,"For anyone who can take risk, valid setup you can keep it running.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048450424016986
98,2026-05-13 12:12:53,tp_set,BTCUSDT,long,,,82000,,,,,,,,sets the official BTC target at 82k,,,BTC TP 82k,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048781639942176
98,2026-05-13 12:12:53,plan,BTCUSDT,long,,,"81500, 81600",,,,,,,,"will probably exit ahead of the 82k target, around 81.5-81.6k, because he only scalps BTC",,,But I'll most probably close early around 81.5-81.6k as I just scalp BTC,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048781639942176
99,2026-05-13 18:15:09,stopped_out,BTCUSDT,long,,,,,,,,,,,lost on BTC: the trade sat in profit a long time but he never took TP - he wanted to trim first at 81.5k and price missed that by $150,,,"Sorry guys lost on BTC, stayed above profits for a long time but didn't TP, wanted to trim first @ 81.5k but missed by 150$",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504139950222872757
100,2026-05-13 18:16:30,call,BTCUSDT,long,79400,,82000,77900,,,,,,Save some for DCA around 25% half of what you're putting now,"immediate re-entry long on BTC after the loss, keeping 25% of size in reserve for a DCA (level given two messages later)",,,"Long BTC 

Entry: 79.4k
Save some for DCA around 25% half of what you're putting now

TP: 82k

SL: 77.9k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140287096651806
101,2026-05-13 18:16:38,update,BTCUSDT,long,,,,,,,,,,,"clarifies the 79.4k BTC entry is at current market price, i.e. enter now",,,CMP trade ^,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140324728082484
102,2026-05-13 18:18:38,dca,BTCUSDT,long,,79000,,,25,,,,,,gives the level for the 25% reserve announced in the call: DCA at 79k,,,Put the 25% DCA @ 79k,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140824810618921
103,2026-05-14 03:17:11,call,SOLUSDT,long,91.25,,,87.5,,,,,,,"new SOL long at market; stop is a 4h close under 88, with a hard stop at 87.5",4h close,,"Long SOL

Entry: 91.25 CMP 

SL: 4h under 88 or hard SL @ 87.5",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276354516910202
104,2026-05-14 03:18:10,call,BBUSDT,long,0.03535,,"0.39, 0.41",0.3,,,,,,risky half margin trade,"new BB long at market, flagged risky and to be taken on half margin; TP and SL are written as 0.39-0.41 and 0.3, which look like a dropped decimal for 0.039-0.041 and 0.03 given the 0.03535 entry (levels recorded as posted)",,,"Long BB (risky half margin trade)

Entry: 0.03535 CMP 

TP: 0.39-0.41

SL: 0.3",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276604292042863
105,2026-05-14 03:52:57,tp_move,BBUSDT,long,,,0.404,,,,,,,,"drops the first BB target (0.039) and will take the full TP around 0.404 instead; symbol inferred from the BB call 30 minutes earlier, and the decimals are inconsistent with the 0.03535 entry as in that call",,,Remove the first TP 0.039 will take full TP around 0.404,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1504285356105662576
106,2026-05-14 03:53:31,sl_move,SOLUSDT,long,,,,,,,,,,,"moved the SOL stop now that the trade is in profit; he does not state the new level, so no price recorded",,,"Also modified SOL SL, it's in profits rn so you can adjust",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504285498737164389
107,2026-05-14 10:40:51,call,ENSUSDT,long,6.89,,7.69,6.3,,,,,,,new ENS long at market; the stop is a 1h close under 6.3 rather than a hard level,1h close,,"Long ENS

Entry: 6.89 CMP 

TP: 7.69

SL: 1h closing under 6.3",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504388009280278589
108,2026-05-14 17:30:30,update,BTCUSDT,long,79200,,,,,,,,,,"BTC long still open with an average of 79.2k after the DCA filled, running in heavy profit",,,BTC avg 79.2k with a DCA running in heavy profits,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504491099048251594
