msg,time_utc,time_ms,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_stated,roi_pct,price_ref,risk_note,rationale,indicators,market_context,quote,confidence,confidence_rank,msg_url
64,2026-05-11T01:00:33Z,1778461233591,recap,,,,,,,,,,,,,the BTC short close makes it ten straight wins,,,Guys that's a 10th streak win ^,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503200106894069860
65,2026-05-11T01:02:52Z,1778461372140,recap,,,,,,,,,,,,,"lists the ten-win streak: UNI, SNX, BTC, ASTER, KERNEL, ZRO, AVNT, SYRUP, ETH, BTC (ASTER was never called in this channel)",,,"UNI
SNX 
BTC
ASTER
KERNEL
ZRO 
AVNT
SYRUP 
ETH
BTC 

**10/10**",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503200688010952805
66,2026-05-11T01:03:54Z,1778461434161,chat,,,,,,,,,,,,,asks followers who profited to post their PnLs in the profit-showcase channel,,,"If you made anything with me so far I would really appreciate the PNLs #💲｜profit-showcase 

Thankyou!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503200948145619104
67,2026-05-11T06:12:24Z,1778479944480,partial_close,ZROUSDT,long,1.4772,,,,20.0,50.0,,189.93,1.5369,,"books 20% of the re-entered ZRO long at 1.5369 (+189.93% on the 50x) and deliberately does NOT move the stop to entry, keeping the original stop",,,"And the streak continues, 20% here not moving SL to entry.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503278586050777149
68,2026-05-11T06:13:29Z,1778480009890,entry,BTCUSDT,long,80600.0,,,79500.0,,150.0,,51.78,,,has started scaling into a BTC long from 80.6k with a 79.5k stop; will post the full setup once he is confident enough. Card shows a 150x long at +51.78%,,,"I have started to scale in BTC long as well will give out once I'm confident enough 

For an idea I'm long since 80.6k SL @ 79.5k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503278860400332892
69,2026-05-11T06:13:50Z,1778480030965,view,BTCUSDT,long,,,,,,,,,,,if the 80k region holds he expects BTC to run to 84k,support/resistance,"80s holding as support, 84k target","80s hold, 84 we go this is what I see.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1503278948795289610
70,2026-05-11T06:23:32Z,1778480612674,call,BTCUSDT,long,80900.0,,,79500.0,,,,,80900.0,No DCA,"formal BTC long call at CMP after scaling in privately; no DCA level, stop under the 80k region",,,"Long BTC 

Entry: 80.9k CMP

No DCA 

SL: 79.5k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503281388659544117
71,2026-05-11T06:24:11Z,1778480651459,sl_set,BTCUSDT,long,,,,79750.0,,,,,,"playing safe here, scalp",offers an optional tighter SL at 79750 for the BTC long; he personally keeps the wider 79.5k stop because he is playing safe on this scalp,,,"If you want a tighter SL 79750 but I'm playing safe here, scalp ^",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503281551335755869
72,2026-05-11T09:32:58Z,1778491978060,tp_hit,ZROUSDT,long,1.4772,,1.55,,,50.0,,215.72,1.5457,,"TP1 (1.55, from the re-entry call he replies to) reached on the ZRO long; share card shows entry 1.4772 at 1.5457 for +215.72% ROI",,,ZRO TP hit,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503329058543370330
73,2026-05-11T09:33:09Z,1778491989910,update,ZROUSDT,long,,,,,,,,,,,notes this is the second ZRO trade off the same idea - he has milked the setup twice,,,"2nd time, milked this one ^",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1503329108246138890
74,2026-05-11T10:42:47Z,1778496167011,tp_set,BTCUSDT,long,,,81500|81600,,,,,,,,"will close the BTC long manually rather than with a resting order, targeting the 81.5-81.6k area",,,Will close BTC manually but targeting around 81.5-81.6k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503346628277571636
75,2026-05-11T16:32:08Z,1778517128207,close,BTCUSDT,long,,,,,100.0,,,,,,announces the BTC long is closed; exit price posted in the following share card,,,BTC closed,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503434545905795274
76,2026-05-11T16:33:50Z,1778517230297,update,BTCUSDT,long,80914.2,,,,,100.0,,109.31,81798.7,,"proof card for the BTC long closed in MSG 75: entry 80914.2, exit 81798.7, +109.31% ROI at 100x; no text posted",,,[IMAGE 026: pnl_share_card | BTCUSDT long 100x entry 80914.2 close 81798.7 ROI 109.31% (closed)],high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503434974102163536
77,2026-05-11T16:55:28Z,1778518528688,recap,,,,,,,,,,,,,claims a 12th consecutive winning trade,,,12th streak.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503440419948728501
78,2026-05-11T16:55:49Z,1778518549446,recap,,,,,,,,,,,,,"running scoreboard: 14 trades, 12 wins (UNI, SNX, BTC, ASTER, KERNEL, ZRO, AVNT, SYRUP, ETH, BTC, ZRO, BTC), 2 losses (BTC, ETH)",,,"**14 Trades**

**12 Wins** 
(UNI, SNX. BTC. ASTER, KERNEL, ZRO, AVNT, SYRUP, ETH, BTC, ZRO, BTC)

**2 Losses**
(BTC, ETH)",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503440507013959813
79,2026-05-12T01:30:58Z,1778549458575,call,BTCUSDT,long,81300.0,80700.0,,79500.0,,,,,,Slightly risky you can go half risk or enter at DCA,new BTC long with a DCA leg at 80.7k; he flags the setup as slightly risky so followers can halve risk or just wait for the DCA level,,,"Long BTC 

Entry: 81.3k
DCA: 80.7k

SL: 79.5k

Slightly risky you can go half risk or enter at DCA",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503570149297360977
80,2026-05-12T01:50:49Z,1778550649078,dca,BTCUSDT,long,81000.0,80700.0,,,,,,,,,"the 80.7k DCA leg filled, taking the average entry to 81k; position already in profit",,,"DCA filled avg 81k, in profits at the moment!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503575142628851752
81,2026-05-12T01:51:23Z,1778550683229,update,BTCUSDT,long,,,,,,,,,,,celebrates that the DCA level was a perfect fill - entering there was a snipe,,,"And if you entered at DCA you sniped, otherwise DCA was a snipe!",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1503575285868527676
82,2026-05-12T03:19:25Z,1778555965585,tp_set,STABLEUSDT,long,0.03459,,0.03737,,,25.0,,144.12,0.036652,,adds a first take-profit at 0.03737 on the STABLE swing long (original call had TP 0.04); position open at +144.12%,,,TP1 @ 0.03737,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503597441675558924
83,2026-05-12T03:49:52Z,1778557792425,close,STABLEUSDT,long,0.03459,,,,100.0,25.0,,200.92,0.03737,,closed his whole STABLE position by accident at TP1 0.03737 for +200.92%,,,I accidentally closed 100% here,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605103997882428
83,2026-05-12T03:49:52Z,1778557792425,tp_set,STABLEUSDT,long,,,0.04,,50.0,,,,,,tells followers the 0.04 target is still valid but to take at least 50% there because it is resistance,resistance,,"but 0.04 TP is valid, take at least 50% as this is resistance.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605103997882428
84,2026-05-12T03:51:54Z,1778557914783,update,STABLEUSDT,long,,,,,,,,,0.037953,,posts the 1h chart of the STABLE spike to 0.037953 to show the pump he caught from the 0.03459 base,,,What a pump caught!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605617204531412
85,2026-05-12T12:01:26Z,1778587286656,call,XRPUSDT,long,1.448,,1.5|1.525,1.4,,,,,,,new XRP long at current market price with two targets and a 1.4 stop; no reason given,,,"Long XRP

Entry: 1.448 CMP 

TPs:
1.5
1.525

SL: 1.4",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
86,2026-05-12T12:11:23Z,1778587883200,chat,,,,,,,,,,,,,"clarifies the 'DEMO' label on his earlier screenshot: it is a CFT funded account, and he trades real money on other exchanges",,,"Guys I would like to clarify something since I shared this screenshot it says DEMO, I got like 5 DMs saying I'm trading on DEMO 

It is CFT funded account so it shows demo, I trade on other exchanges with real money.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503731313855692950
86,2026-05-12T12:11:23Z,1778587883200,update,STABLEUSDT,long,0.03453,,,,,20.0,,248.34,0.03886,,"proof screenshots show he still holds a live STABLE long on MEXC (entry 0.03453, +248.34% ROI, +43.23 USDT) even though the Bybit copy was closed",,,[IMAGE 031: pnl_share_card | STABLEUSDT long 20x entry 0.03453 mark 0.03886 ROI 248.34% (open)],medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1503731313855692950
87,2026-05-12T12:14:14Z,1778588054209,recap,,,,,,,,,,,,,claims 37 of 39 trades in the server hit TP with only 2 stop-outs; argues demo-vs-real is irrelevant if the calls hit targets,,,"Demo or real what matters is the trades are hitting TPs, in this server my 37/39 trades have hit TPs, only 2 SLs out of nearly 40 trades.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503732031119687780
89,2026-05-13T03:13:16Z,1778641996384,tp_hit,STABLEUSDT,long,,,0.04,,100.0,20.0,,231.02,,,"the full 0.04 target on the STABLE swing long was reached - a 20% unleveraged move, +231.02% ROI at 20x",,,"STABLE hit full TP of 0.04, 20% unleveraged move!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958280999796848
90,2026-05-13T03:14:46Z,1778642086257,update,BTCUSDT,long,,,,,,,,,,,BTC long sitting around breakeven,,,BTC and XRP both around BE.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
90,2026-05-13T03:14:46Z,1778642086257,plan,BTCUSDT,long,,,82000,,,,,,81100.0,,"needs a 4h close above 81.1k; if that happens he is confident BTC reaches ~82k, enough for a scalp TP",4h close,,Need a 4h closure above 81.1k and I'm confident we will get around 82k enough for a scalp TP,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
90,2026-05-13T03:14:46Z,1778642086257,update,XRPUSDT,long,,,,,,,,,,,XRP long sitting around breakeven,,,BTC and XRP both around BE.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
91,2026-05-13T03:41:20Z,1778643680884,call,ETHUSDT,long,2293.0,,,2245.0,,,,,,Risky trade go half,ETH long at market with a 2245 stop; he calls it risky and says to take half size - 'I hate ETH',,,"Long ETH

Entry: 2293 CMP 

SL: 2245

Risky trade go half. I hate ETH.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965346304884828
92,2026-05-13T03:41:31Z,1778643691733,update,ETHUSDT,long,,,,,,,,,2298.0,,the ETH call went out late; current market price is 2298 and the entry is still valid there,,,Message went late CMP is 2298 now you can take it,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965391808893058
93,2026-05-13T03:52:43Z,1778644363356,view,SOLUSDT,long,,,,,,,,,,,thinks SOL is a much better long from CMP than the ETH trade he already called,,,SOL looks alot better to long from CMP but we did ETH so be it.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503968208800190536
94,2026-05-13T04:02:05Z,1778644925277,call,SOLUSDT,long,95.5,,97,93.5,,,,,,,"optional SOL long at market for anyone who wants it, following his view that SOL looked better than ETH",,,"If anyone's looking long for SOL

Entry: 95.5 CMP 

TP: 97 

SL: 93.5",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503970565667553391
95,2026-05-13T04:21:45Z,1778646105405,tp_set,ETHUSDT,long,,,2336,,,,,,,,"gives the first target for the ETH long, which had been called without a TP; jokes he will take a break if ETH breaks his streak",,,ETH first TP @ 2336,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1503975515483275366
96,2026-05-13T09:11:15Z,1778663475836,close,SOLUSDT,long,95.53,,,,100.0,100.0,,17.79,95.7,,closes SOL early for a small win to stay on the safe side and protect his streak; says the other 3 longs are running well,,,"Closing SOL here personally, I want to be on the safe side and keep my streak.

We already have 3 longs and they are running good enough, expect TPs soon InshaAllah!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048372351504406
97,2026-05-13T09:11:34Z,1778663494450,update,SOLUSDT,long,,,,,,,,,,For anyone who can take risk,"the SOL setup is still valid, so risk-tolerant followers can keep the long running instead of closing with him",,,"For anyone who can take risk, valid setup you can keep it running.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048450424016986
98,2026-05-13T09:12:53Z,1778663573418,tp_set,BTCUSDT,long,,,82000,,,,,,,,sets the official BTC target at 82k,,,BTC TP 82k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048781639942176
98,2026-05-13T09:12:53Z,1778663573418,plan,BTCUSDT,long,,,81500|81600,,,,,,,,"will probably exit ahead of the 82k target, around 81.5-81.6k, because he only scalps BTC",,,But I'll most probably close early around 81.5-81.6k as I just scalp BTC,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048781639942176
99,2026-05-13T15:15:09Z,1778685309702,stopped_out,BTCUSDT,long,,,,,,,,,,,lost on BTC: the trade sat in profit a long time but he never took TP - he wanted to trim first at 81.5k and price missed that by $150,,,"Sorry guys lost on BTC, stayed above profits for a long time but didn't TP, wanted to trim first @ 81.5k but missed by 150$",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504139950222872757
100,2026-05-13T15:16:30Z,1778685390019,call,BTCUSDT,long,79400.0,,82000,77900.0,,,,,,Save some for DCA around 25% half of what you're putting now,"immediate re-entry long on BTC after the loss, keeping 25% of size in reserve for a DCA (level given two messages later)",,,"Long BTC 

Entry: 79.4k
Save some for DCA around 25% half of what you're putting now

TP: 82k

SL: 77.9k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140287096651806
101,2026-05-13T15:16:38Z,1778685398991,update,BTCUSDT,long,,,,,,,,,,,"clarifies the 79.4k BTC entry is at current market price, i.e. enter now",,,CMP trade ^,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140324728082484
